areaCode,areaName,areaType,date,hospitalCases
E40000005,South East,nhsRegion,2020-04-21,2185
E40000005,South East,nhsRegion,2020-04-20,2261
E40000005,South East,nhsRegion,2020-04-19,2278
E40000005,South East,nhsRegion,2020-04-18,2250
E40000005,South East,nhsRegion,2020-04-17,2205
E40000005,South East,nhsRegion,2020-04-16,2245
E40000005,South East,nhsRegion,2020-04-15,2262
E40000005,South East,nhsRegion,2020-04-14,2347
E40000005,South East,nhsRegion,2020-04-13,2346
E40000005,South East,nhsRegion,2020-04-12,2342
E40000005,South East,nhsRegion,2020-04-11,2285
E40000005,South East,nhsRegion,2020-04-10,2297
E40000005,South East,nhsRegion,2020-04-09,2174
E40000005,South East,nhsRegion,2020-04-08,2290
E40000005,South East,nhsRegion,2020-04-07,2280
E40000005,South East,nhsRegion,2020-04-06,2055
E40000005,South East,nhsRegion,2020-04-05,2037
E40000005,South East,nhsRegion,2020-04-04,1848
E40000005,South East,nhsRegion,2020-04-03,1683
E40000005,South East,nhsRegion,2020-04-02,1715
E40000005,South East,nhsRegion,2020-04-01,1461
E40000005,South East,nhsRegion,2020-03-31,1535
E40000005,South East,nhsRegion,2020-03-30,1284
E40000005,South East,nhsRegion,2020-03-29,1076
E40000005,South East,nhsRegion,2020-03-28,861
E40000005,South East,nhsRegion,2020-03-27,800
E40000005,South East,nhsRegion,2020-03-26,654
E40000005,South East,nhsRegion,2020-03-25,610
E40000005,South East,nhsRegion,2020-03-24,506
E40000005,South East,nhsRegion,2020-03-23,480
E40000005,South East,nhsRegion,2020-03-22,439
E40000005,South East,nhsRegion,2020-03-21,332
E40000005,South East,nhsRegion,2020-03-20,188
E40000006,South West,nhsRegion,2021-11-09,625
E40000006,South West,nhsRegion,2021-11-08,621
E40000006,South West,nhsRegion,2021-11-07,591
E40000006,South West,nhsRegion,2021-11-06,596
E40000006,South West,nhsRegion,2021-11-05,613
E40000006,South West,nhsRegion,2021-11-04,637
E40000006,South West,nhsRegion,2021-11-03,672
E40000006,South West,nhsRegion,2021-11-02,711
E40000006,South West,nhsRegion,2021-11-01,696
E40000006,South West,nhsRegion,2021-10-31,667
E40000006,South West,nhsRegion,2021-10-30,648
E40000006,South West,nhsRegion,2021-10-29,637
E40000006,South West,nhsRegion,2021-10-28,617
E40000006,South West,nhsRegion,2021-10-27,613
E40000006,South West,nhsRegion,2021-10-26,600
E40000006,South West,nhsRegion,2021-10-25,597
E40000006,South West,nhsRegion,2021-10-24,556
E40000006,South West,nhsRegion,2021-10-23,548
E40000006,South West,nhsRegion,2021-10-22,558
E40000006,South West,nhsRegion,2021-10-21,565
E40000006,South West,nhsRegion,2021-10-20,571
E40000006,South West,nhsRegion,2021-10-19,549
E40000006,South West,nhsRegion,2021-10-18,520
E40000006,South West,nhsRegion,2021-10-17,469
E40000006,South West,nhsRegion,2021-10-16,452
E40000006,South West,nhsRegion,2021-10-15,446
E40000006,South West,nhsRegion,2021-10-14,444
E40000006,South West,nhsRegion,2021-10-13,433
E40000006,South West,nhsRegion,2021-10-12,449
E40000006,South West,nhsRegion,2021-10-11,440
E40000006,South West,nhsRegion,2021-10-10,425
E40000006,South West,nhsRegion,2021-10-09,413
E40000006,South West,nhsRegion,2021-10-08,400
E40000006,South West,nhsRegion,2021-10-07,359
E40000006,South West,nhsRegion,2021-10-06,358
E40000006,South West,nhsRegion,2021-10-05,338
E40000006,South West,nhsRegion,2021-10-04,347
E40000006,South West,nhsRegion,2021-10-03,331
E40000006,South West,nhsRegion,2021-10-02,322
E40000006,South West,nhsRegion,2021-10-01,334
E40000006,South West,nhsRegion,2021-09-30,345
E40000006,South West,nhsRegion,2021-09-29,341
E40000006,South West,nhsRegion,2021-09-28,350
E40000006,South West,nhsRegion,2021-09-27,328
E40000006,South West,nhsRegion,2021-09-26,324
E40000006,South West,nhsRegion,2021-09-25,329
E40000006,South West,nhsRegion,2021-09-24,338
E40000006,South West,nhsRegion,2021-09-23,362
E40000006,South West,nhsRegion,2021-09-22,393
E40000006,South West,nhsRegion,2021-09-21,416
E40000006,South West,nhsRegion,2021-09-20,442
E40000006,South West,nhsRegion,2021-09-19,430
E40000006,South West,nhsRegion,2021-09-18,447
E40000006,South West,nhsRegion,2021-09-17,451
E40000006,South West,nhsRegion,2021-09-16,479
E40000006,South West,nhsRegion,2021-09-15,486
E40000006,South West,nhsRegion,2021-09-14,491
E40000006,South West,nhsRegion,2021-09-13,515
E40000006,South West,nhsRegion,2021-09-12,512
E40000006,South West,nhsRegion,2021-09-11,512
E40000006,South West,nhsRegion,2021-09-10,507
E40000006,South West,nhsRegion,2021-09-09,514
E40000006,South West,nhsRegion,2021-09-08,501
E40000006,South West,nhsRegion,2021-09-07,482
E40000006,South West,nhsRegion,2021-09-06,521
E40000006,South West,nhsRegion,2021-09-05,497
E40000006,South West,nhsRegion,2021-09-04,494
E40000006,South West,nhsRegion,2021-09-03,470
E40000006,South West,nhsRegion,2021-09-02,471
E40000006,South West,nhsRegion,2021-09-01,471
E40000006,South West,nhsRegion,2021-08-31,479
E40000006,South West,nhsRegion,2021-08-30,460
E40000006,South West,nhsRegion,2021-08-29,466
E40000006,South West,nhsRegion,2021-08-28,467
E40000006,South West,nhsRegion,2021-08-27,455
E40000006,South West,nhsRegion,2021-08-26,443
E40000006,South West,nhsRegion,2021-08-25,427
E40000006,South West,nhsRegion,2021-08-24,432
E40000006,South West,nhsRegion,2021-08-23,431
E40000006,South West,nhsRegion,2021-08-22,427
E40000006,South West,nhsRegion,2021-08-21,411
E40000006,South West,nhsRegion,2021-08-20,391
E40000006,South West,nhsRegion,2021-08-19,400
E40000006,South West,nhsRegion,2021-08-18,400
E40000006,South West,nhsRegion,2021-08-17,398
E40000006,South West,nhsRegion,2021-08-16,409
E40000006,South West,nhsRegion,2021-08-15,399
E40000006,South West,nhsRegion,2021-08-14,379
E40000006,South West,nhsRegion,2021-08-13,369
E40000006,South West,nhsRegion,2021-08-12,356
E40000006,South West,nhsRegion,2021-08-11,368
E40000006,South West,nhsRegion,2021-08-10,349
E40000006,South West,nhsRegion,2021-08-09,345
E40000006,South West,nhsRegion,2021-08-08,345
E40000006,South West,nhsRegion,2021-08-07,324
E40000006,South West,nhsRegion,2021-08-06,339
E40000006,South West,nhsRegion,2021-08-05,325
E40000006,South West,nhsRegion,2021-08-04,317
E40000006,South West,nhsRegion,2021-08-03,333
E40000006,South West,nhsRegion,2021-08-02,330
E40000006,South West,nhsRegion,2021-08-01,308
E40000006,South West,nhsRegion,2021-07-31,316
E40000006,South West,nhsRegion,2021-07-30,333
E40000006,South West,nhsRegion,2021-07-29,322
E40000006,South West,nhsRegion,2021-07-28,342
E40000006,South West,nhsRegion,2021-07-27,321
E40000006,South West,nhsRegion,2021-07-26,293
E40000006,South West,nhsRegion,2021-07-25,264
E40000006,South West,nhsRegion,2021-07-24,256
E40000006,South West,nhsRegion,2021-07-23,254
E40000006,South West,nhsRegion,2021-07-22,244
E40000006,South West,nhsRegion,2021-07-21,238
E40000006,South West,nhsRegion,2021-07-20,223
E40000006,South West,nhsRegion,2021-07-19,228
E40000006,South West,nhsRegion,2021-07-18,210
E40000006,South West,nhsRegion,2021-07-17,204
E40000006,South West,nhsRegion,2021-07-16,182
E40000006,South West,nhsRegion,2021-07-15,170
E40000006,South West,nhsRegion,2021-07-14,160
E40000006,South West,nhsRegion,2021-07-13,159
E40000006,South West,nhsRegion,2021-07-12,133
E40000006,South West,nhsRegion,2021-07-11,120
E40000006,South West,nhsRegion,2021-07-10,113
E40000006,South West,nhsRegion,2021-07-09,105
E40000006,South West,nhsRegion,2021-07-08,99
E40000006,South West,nhsRegion,2021-07-07,104
E40000006,South West,nhsRegion,2021-07-06,100
E40000006,South West,nhsRegion,2021-07-05,108
E40000006,South West,nhsRegion,2021-07-04,99
E40000006,South West,nhsRegion,2021-07-03,88
E40000006,South West,nhsRegion,2021-07-02,89
E40000006,South West,nhsRegion,2021-07-01,83
E40000006,South West,nhsRegion,2021-06-30,81
E40000006,South West,nhsRegion,2021-06-29,76
E40000006,South West,nhsRegion,2021-06-28,70
E40000006,South West,nhsRegion,2021-06-27,61
E40000006,South West,nhsRegion,2021-06-26,44
E40000006,South West,nhsRegion,2021-06-25,62
E40000006,South West,nhsRegion,2021-06-24,53
E40000006,South West,nhsRegion,2021-06-23,47
E40000006,South West,nhsRegion,2021-06-22,44
E40000006,South West,nhsRegion,2021-06-21,44
E40000006,South West,nhsRegion,2021-06-20,33
E40000006,South West,nhsRegion,2021-06-19,32
E40000006,South West,nhsRegion,2021-06-18,36
E40000006,South West,nhsRegion,2021-06-17,31
E40000006,South West,nhsRegion,2021-06-16,23
E40000006,South West,nhsRegion,2021-06-15,22
E40000006,South West,nhsRegion,2021-06-14,24
E40000006,South West,nhsRegion,2021-06-13,19
E40000006,South West,nhsRegion,2021-06-12,18
E40000006,South West,nhsRegion,2021-06-11,18
E40000006,South West,nhsRegion,2021-06-10,21
E40000006,South West,nhsRegion,2021-06-09,16
E40000006,South West,nhsRegion,2021-06-08,18
E40000006,South West,nhsRegion,2021-06-07,18
E40000006,South West,nhsRegion,2021-06-06,18
E40000006,South West,nhsRegion,2021-06-05,14
E40000006,South West,nhsRegion,2021-06-04,13
E40000006,South West,nhsRegion,2021-06-03,16
E40000006,South West,nhsRegion,2021-06-02,18
E40000006,South West,nhsRegion,2021-06-01,16
E40000006,South West,nhsRegion,2021-05-31,15
E40000006,South West,nhsRegion,2021-05-30,14
E40000006,South West,nhsRegion,2021-05-29,16
E40000006,South West,nhsRegion,2021-05-28,13
E40000006,South West,nhsRegion,2021-05-27,16
E40000006,South West,nhsRegion,2021-05-26,19
E40000006,South West,nhsRegion,2021-05-25,23
E40000006,South West,nhsRegion,2021-05-24,18
E40000006,South West,nhsRegion,2021-05-23,16
E40000006,South West,nhsRegion,2021-05-22,15
E40000006,South West,nhsRegion,2021-05-21,18
E40000006,South West,nhsRegion,2021-05-20,15
E40000006,South West,nhsRegion,2021-05-19,12
E40000006,South West,nhsRegion,2021-05-18,16
E40000006,South West,nhsRegion,2021-05-17,15
E40000006,South West,nhsRegion,2021-05-16,15
E40000006,South West,nhsRegion,2021-05-15,14
E40000006,South West,nhsRegion,2021-05-14,18
E40000006,South West,nhsRegion,2021-05-13,17
E40000006,South West,nhsRegion,2021-05-12,27
E40000006,South West,nhsRegion,2021-05-11,26
E40000006,South West,nhsRegion,2021-05-10,31
E40000006,South West,nhsRegion,2021-05-09,30
E40000006,South West,nhsRegion,2021-05-08,27
E40000006,South West,nhsRegion,2021-05-07,32
E40000006,South West,nhsRegion,2021-05-06,31
E40000006,South West,nhsRegion,2021-05-05,33
E40000006,South West,nhsRegion,2021-05-04,39
E40000006,South West,nhsRegion,2021-05-03,44
E40000006,South West,nhsRegion,2021-05-02,42
E40000006,South West,nhsRegion,2021-05-01,41
E40000006,South West,nhsRegion,2021-04-30,44
E40000006,South West,nhsRegion,2021-04-29,46
E40000006,South West,nhsRegion,2021-04-28,52
E40000006,South West,nhsRegion,2021-04-27,49
E40000006,South West,nhsRegion,2021-04-26,63
E40000006,South West,nhsRegion,2021-04-25,67
E40000006,South West,nhsRegion,2021-04-24,69
E40000006,South West,nhsRegion,2021-04-23,72
E40000006,South West,nhsRegion,2021-04-22,66
E40000006,South West,nhsRegion,2021-04-21,68
E40000006,South West,nhsRegion,2021-04-20,71
E40000006,South West,nhsRegion,2021-04-19,74
E40000006,South West,nhsRegion,2021-04-18,70
E40000006,South West,nhsRegion,2021-04-17,77
E40000006,South West,nhsRegion,2021-04-16,76
E40000006,South West,nhsRegion,2021-04-15,65
E40000006,South West,nhsRegion,2021-04-14,70
E40000006,South West,nhsRegion,2021-04-13,70
E40000006,South West,nhsRegion,2021-04-12,66
E40000006,South West,nhsRegion,2021-04-11,71
E40000006,South West,nhsRegion,2021-04-10,73
E40000006,South West,nhsRegion,2021-04-09,79
E40000006,South West,nhsRegion,2021-04-08,78
E40000006,South West,nhsRegion,2021-04-07,86
E40000006,South West,nhsRegion,2021-04-06,95
E40000006,South West,nhsRegion,2021-04-05,108
E40000006,South West,nhsRegion,2021-04-04,101
E40000006,South West,nhsRegion,2021-04-03,108
E40000006,South West,nhsRegion,2021-04-02,106
E40000006,South West,nhsRegion,2021-04-01,110
E40000006,South West,nhsRegion,2021-03-31,113
E40000006,South West,nhsRegion,2021-03-30,120
E40000006,South West,nhsRegion,2021-03-29,125
E40000006,South West,nhsRegion,2021-03-28,123
E40000006,South West,nhsRegion,2021-03-27,127
E40000006,South West,nhsRegion,2021-03-26,135
E40000006,South West,nhsRegion,2021-03-25,148
E40000006,South West,nhsRegion,2021-03-24,156
E40000006,South West,nhsRegion,2021-03-23,161
E40000006,South West,nhsRegion,2021-03-22,176
E40000006,South West,nhsRegion,2021-03-21,170
E40000006,South West,nhsRegion,2021-03-20,176
E40000006,South West,nhsRegion,2021-03-19,180
E40000006,South West,nhsRegion,2021-03-18,191
E40000006,South West,nhsRegion,2021-03-17,192
E40000006,South West,nhsRegion,2021-03-16,207
E40000006,South West,nhsRegion,2021-03-15,232
E40000006,South West,nhsRegion,2021-03-14,235
E40000006,South West,nhsRegion,2021-03-13,229
E40000006,South West,nhsRegion,2021-03-12,242
E40000006,South West,nhsRegion,2021-03-11,259
E40000006,South West,nhsRegion,2021-03-10,258
E40000006,South West,nhsRegion,2021-03-09,283
E40000006,South West,nhsRegion,2021-03-08,313
E40000006,South West,nhsRegion,2021-03-07,297
E40000006,South West,nhsRegion,2021-03-06,304
E40000006,South West,nhsRegion,2021-03-05,325
E40000006,South West,nhsRegion,2021-03-04,378
E40000006,South West,nhsRegion,2021-03-03,405
E40000006,South West,nhsRegion,2021-03-02,436
E40000006,South West,nhsRegion,2021-03-01,471
E40000006,South West,nhsRegion,2021-02-28,477
E40000006,South West,nhsRegion,2021-02-27,492
E40000006,South West,nhsRegion,2021-02-26,569
E40000006,South West,nhsRegion,2021-02-25,610
E40000006,South West,nhsRegion,2021-02-24,640
E40000006,South West,nhsRegion,2021-02-23,631
E40000006,South West,nhsRegion,2021-02-22,743
E40000006,South West,nhsRegion,2021-02-21,758
E40000006,South West,nhsRegion,2021-02-20,775
E40000006,South West,nhsRegion,2021-02-19,824
E40000006,South West,nhsRegion,2021-02-18,872
E40000006,South West,nhsRegion,2021-02-17,930
E40000006,South West,nhsRegion,2021-02-16,966
E40000006,South West,nhsRegion,2021-02-15,1026
E40000006,South West,nhsRegion,2021-02-14,1010
E40000006,South West,nhsRegion,2021-02-13,1029
E40000006,South West,nhsRegion,2021-02-12,1109
E40000006,South West,nhsRegion,2021-02-11,1178
E40000006,South West,nhsRegion,2021-02-10,1274
E40000006,South West,nhsRegion,2021-02-09,1368
E40000006,South West,nhsRegion,2021-02-08,1452
E40000006,South West,nhsRegion,2021-02-07,1478
E40000006,South West,nhsRegion,2021-02-06,1487
E40000006,South West,nhsRegion,2021-02-05,1560
E40000006,South West,nhsRegion,2021-02-04,1640
E40000006,South West,nhsRegion,2021-02-03,1752
E40000006,South West,nhsRegion,2021-02-02,1832
E40000006,South West,nhsRegion,2021-02-01,1913
E40000006,South West,nhsRegion,2021-01-31,1926
E40000006,South West,nhsRegion,2021-01-30,1941
E40000006,South West,nhsRegion,2021-01-29,1989
E40000006,South West,nhsRegion,2021-01-28,2031
E40000006,South West,nhsRegion,2021-01-27,2094
E40000006,South West,nhsRegion,2021-01-26,2236
E40000006,South West,nhsRegion,2021-01-25,2300
E40000006,South West,nhsRegion,2021-01-24,2253
E40000006,South West,nhsRegion,2021-01-23,2218
E40000006,South West,nhsRegion,2021-01-22,2273
E40000006,South West,nhsRegion,2021-01-21,2311
E40000006,South West,nhsRegion,2021-01-20,2347
E40000006,South West,nhsRegion,2021-01-19,2337
E40000006,South West,nhsRegion,2021-01-18,2366
E40000006,South West,nhsRegion,2021-01-17,2249
E40000006,South West,nhsRegion,2021-01-16,2269
E40000006,South West,nhsRegion,2021-01-15,2244
E40000006,South West,nhsRegion,2021-01-14,2129
E40000006,South West,nhsRegion,2021-01-13,2054
E40000006,South West,nhsRegion,2021-01-12,1946
E40000006,South West,nhsRegion,2021-01-11,1936
E40000006,South West,nhsRegion,2021-01-10,1792
E40000006,South West,nhsRegion,2021-01-09,1680
E40000006,South West,nhsRegion,2021-01-08,1593
E40000006,South West,nhsRegion,2021-01-07,1557
E40000006,South West,nhsRegion,2021-01-06,1499
E40000006,South West,nhsRegion,2021-01-05,1414
E40000006,South West,nhsRegion,2021-01-04,1401
E40000006,South West,nhsRegion,2021-01-03,1323
E40000006,South West,nhsRegion,2021-01-02,1236
E40000006,South West,nhsRegion,2021-01-01,1199
E40000006,South West,nhsRegion,2020-12-31,1177
E40000006,South West,nhsRegion,2020-12-30,1166
E40000006,South West,nhsRegion,2020-12-29,1124
E40000006,South West,nhsRegion,2020-12-28,1103
E40000006,South West,nhsRegion,2020-12-27,1058
E40000006,South West,nhsRegion,2020-12-26,1045
E40000006,South West,nhsRegion,2020-12-25,1031
E40000006,South West,nhsRegion,2020-12-24,1106
E40000006,South West,nhsRegion,2020-12-23,1108
E40000006,South West,nhsRegion,2020-12-22,1102
E40000006,South West,nhsRegion,2020-12-21,1112
E40000006,South West,nhsRegion,2020-12-20,1076
E40000006,South West,nhsRegion,2020-12-19,1051
E40000006,South West,nhsRegion,2020-12-18,1026
E40000006,South West,nhsRegion,2020-12-17,1025
E40000006,South West,nhsRegion,2020-12-16,1021
E40000006,South West,nhsRegion,2020-12-15,1005
E40000006,South West,nhsRegion,2020-12-14,1005
E40000006,South West,nhsRegion,2020-12-13,946
E40000006,South West,nhsRegion,2020-12-12,843
E40000006,South West,nhsRegion,2020-12-11,913
E40000006,South West,nhsRegion,2020-12-10,901
E40000006,South West,nhsRegion,2020-12-09,913
E40000006,South West,nhsRegion,2020-12-08,907
E40000006,South West,nhsRegion,2020-12-07,912
E40000006,South West,nhsRegion,2020-12-06,887
E40000006,South West,nhsRegion,2020-12-05,877
E40000006,South West,nhsRegion,2020-12-04,905
E40000006,South West,nhsRegion,2020-12-03,906
E40000006,South West,nhsRegion,2020-12-02,926
E40000006,South West,nhsRegion,2020-12-01,971
E40000006,South West,nhsRegion,2020-11-30,1016
E40000006,South West,nhsRegion,2020-11-29,988
E40000006,South West,nhsRegion,2020-11-28,899
E40000006,South West,nhsRegion,2020-11-27,996
E40000006,South West,nhsRegion,2020-11-26,1017
E40000006,South West,nhsRegion,2020-11-25,1020
E40000006,South West,nhsRegion,2020-11-24,1038
E40000006,South West,nhsRegion,2020-11-23,1025
E40000006,South West,nhsRegion,2020-11-22,986
E40000006,South West,nhsRegion,2020-11-21,964
E40000006,South West,nhsRegion,2020-11-20,1008
E40000006,South West,nhsRegion,2020-11-19,1001
E40000006,South West,nhsRegion,2020-11-18,990
E40000006,South West,nhsRegion,2020-11-17,891
E40000006,South West,nhsRegion,2020-11-16,896
E40000006,South West,nhsRegion,2020-11-15,930
E40000006,South West,nhsRegion,2020-11-14,891
E40000006,South West,nhsRegion,2020-11-13,848
E40000006,South West,nhsRegion,2020-11-12,814
E40000006,South West,nhsRegion,2020-11-11,797
E40000006,South West,nhsRegion,2020-11-10,765
E40000006,South West,nhsRegion,2020-11-09,719
E40000006,South West,nhsRegion,2020-11-08,678
E40000006,South West,nhsRegion,2020-11-07,629
E40000006,South West,nhsRegion,2020-11-06,582
E40000006,South West,nhsRegion,2020-11-05,555
E40000006,South West,nhsRegion,2020-11-04,539
E40000006,South West,nhsRegion,2020-11-03,534
E40000006,South West,nhsRegion,2020-11-02,511
E40000006,South West,nhsRegion,2020-11-01,461
E40000006,South West,nhsRegion,2020-10-31,453
E40000006,South West,nhsRegion,2020-10-30,418
E40000006,South West,nhsRegion,2020-10-29,401
E40000006,South West,nhsRegion,2020-10-28,380
E40000006,South West,nhsRegion,2020-10-27,342
E40000006,South West,nhsRegion,2020-10-26,310
E40000006,South West,nhsRegion,2020-10-25,271
E40000006,South West,nhsRegion,2020-10-24,264
E40000006,South West,nhsRegion,2020-10-23,257
E40000006,South West,nhsRegion,2020-10-22,245
E40000006,South West,nhsRegion,2020-10-21,225
E40000006,South West,nhsRegion,2020-10-20,217
E40000006,South West,nhsRegion,2020-10-19,198
E40000006,South West,nhsRegion,2020-10-18,168
E40000006,South West,nhsRegion,2020-10-17,163
E40000006,South West,nhsRegion,2020-10-16,156
E40000006,South West,nhsRegion,2020-10-15,127
E40000006,South West,nhsRegion,2020-10-14,122
E40000006,South West,nhsRegion,2020-10-13,112
E40000006,South West,nhsRegion,2020-10-12,110
E40000006,South West,nhsRegion,2020-10-11,99
E40000006,South West,nhsRegion,2020-10-10,94
E40000006,South West,nhsRegion,2020-10-09,83
E40000006,South West,nhsRegion,2020-10-08,69
E40000006,South West,nhsRegion,2020-10-07,70
E40000006,South West,nhsRegion,2020-10-06,64
E40000006,South West,nhsRegion,2020-10-05,63
E40000006,South West,nhsRegion,2020-10-04,57
E40000006,South West,nhsRegion,2020-10-03,50
E40000006,South West,nhsRegion,2020-10-02,39
E40000006,South West,nhsRegion,2020-10-01,36
E40000006,South West,nhsRegion,2020-09-30,35
E40000006,South West,nhsRegion,2020-09-29,42
E40000006,South West,nhsRegion,2020-09-28,38
E40000006,South West,nhsRegion,2020-09-27,40
E40000006,South West,nhsRegion,2020-09-26,37
E40000006,South West,nhsRegion,2020-09-25,36
E40000006,South West,nhsRegion,2020-09-24,35
E40000006,South West,nhsRegion,2020-09-23,38
E40000006,South West,nhsRegion,2020-09-22,34
E40000006,South West,nhsRegion,2020-09-21,29
E40000006,South West,nhsRegion,2020-09-20,25
E40000006,South West,nhsRegion,2020-09-19,20
E40000006,South West,nhsRegion,2020-09-18,16
E40000006,South West,nhsRegion,2020-09-17,14
E40000006,South West,nhsRegion,2020-09-16,19
E40000006,South West,nhsRegion,2020-09-15,15
E40000006,South West,nhsRegion,2020-09-14,17
E40000006,South West,nhsRegion,2020-09-13,17
E40000006,South West,nhsRegion,2020-09-12,19
E40000006,South West,nhsRegion,2020-09-11,14
E40000006,South West,nhsRegion,2020-09-10,15
E40000006,South West,nhsRegion,2020-09-09,14
E40000006,South West,nhsRegion,2020-09-08,13
E40000006,South West,nhsRegion,2020-09-07,14
E40000006,South West,nhsRegion,2020-09-06,14
E40000006,South West,nhsRegion,2020-09-05,11
E40000006,South West,nhsRegion,2020-09-04,12
E40000006,South West,nhsRegion,2020-09-03,12
E40000006,South West,nhsRegion,2020-09-02,13
E40000006,South West,nhsRegion,2020-09-01,15
E40000006,South West,nhsRegion,2020-08-31,18
E40000006,South West,nhsRegion,2020-08-30,17
E40000006,South West,nhsRegion,2020-08-29,18
E40000006,South West,nhsRegion,2020-08-28,14
E40000006,South West,nhsRegion,2020-08-27,15
E40000006,South West,nhsRegion,2020-08-26,17
E40000006,South West,nhsRegion,2020-08-25,17
E40000006,South West,nhsRegion,2020-08-24,18
E40000006,South West,nhsRegion,2020-08-23,20
E40000006,South West,nhsRegion,2020-08-22,22
E40000006,South West,nhsRegion,2020-08-21,18
E40000006,South West,nhsRegion,2020-08-20,18
E40000006,South West,nhsRegion,2020-08-19,18
E40000006,South West,nhsRegion,2020-08-18,19
E40000006,South West,nhsRegion,2020-08-17,19
E40000006,South West,nhsRegion,2020-08-16,24
E40000006,South West,nhsRegion,2020-08-15,17
E40000006,South West,nhsRegion,2020-08-14,18
E40000006,South West,nhsRegion,2020-08-13,15
E40000006,South West,nhsRegion,2020-08-12,15
E40000006,South West,nhsRegion,2020-08-11,16
E40000006,South West,nhsRegion,2020-08-10,20
E40000006,South West,nhsRegion,2020-08-09,19
E40000006,South West,nhsRegion,2020-08-08,18
E40000006,South West,nhsRegion,2020-08-07,20
E40000006,South West,nhsRegion,2020-08-06,22
E40000006,South West,nhsRegion,2020-08-05,26
E40000006,South West,nhsRegion,2020-08-04,23
E40000006,South West,nhsRegion,2020-08-03,23
E40000006,South West,nhsRegion,2020-08-02,23
E40000006,South West,nhsRegion,2020-08-01,21
E40000006,South West,nhsRegion,2020-07-31,22
E40000006,South West,nhsRegion,2020-07-30,22
E40000006,South West,nhsRegion,2020-07-29,24
E40000006,South West,nhsRegion,2020-07-28,24
E40000006,South West,nhsRegion,2020-07-27,26
E40000006,South West,nhsRegion,2020-07-26,22
E40000006,South West,nhsRegion,2020-07-25,20
E40000006,South West,nhsRegion,2020-07-24,21
E40000006,South West,nhsRegion,2020-07-23,23
E40000006,South West,nhsRegion,2020-07-22,24
E40000006,South West,nhsRegion,2020-07-21,29
E40000006,South West,nhsRegion,2020-07-20,30
E40000006,South West,nhsRegion,2020-07-19,29
E40000006,South West,nhsRegion,2020-07-18,34
E40000006,South West,nhsRegion,2020-07-17,26
E40000006,South West,nhsRegion,2020-07-16,27
E40000006,South West,nhsRegion,2020-07-15,28
E40000006,South West,nhsRegion,2020-07-14,29
E40000006,South West,nhsRegion,2020-07-13,33
E40000006,South West,nhsRegion,2020-07-12,32
E40000006,South West,nhsRegion,2020-07-11,32
E40000006,South West,nhsRegion,2020-07-10,36
E40000006,South West,nhsRegion,2020-07-09,44
E40000006,South West,nhsRegion,2020-07-08,40
E40000006,South West,nhsRegion,2020-07-07,50
E40000006,South West,nhsRegion,2020-07-06,59
E40000006,South West,nhsRegion,2020-07-05,62
E40000006,South West,nhsRegion,2020-07-04,57
E40000006,South West,nhsRegion,2020-07-03,54
E40000006,South West,nhsRegion,2020-07-02,56
E40000006,South West,nhsRegion,2020-07-01,62
E40000006,South West,nhsRegion,2020-06-30,71
E40000006,South West,nhsRegion,2020-06-29,73
E40000006,South West,nhsRegion,2020-06-28,69
E40000006,South West,nhsRegion,2020-06-27,65
E40000006,South West,nhsRegion,2020-06-26,74
E40000006,South West,nhsRegion,2020-06-25,77
E40000006,South West,nhsRegion,2020-06-24,74
E40000006,South West,nhsRegion,2020-06-23,86
E40000006,South West,nhsRegion,2020-06-22,84
E40000006,South West,nhsRegion,2020-06-21,89
E40000006,South West,nhsRegion,2020-06-20,93
E40000006,South West,nhsRegion,2020-06-19,97
E40000006,South West,nhsRegion,2020-06-18,106
E40000006,South West,nhsRegion,2020-06-17,112
E40000006,South West,nhsRegion,2020-06-16,124
E40000006,South West,nhsRegion,2020-06-15,130
E40000006,South West,nhsRegion,2020-06-14,129
E40000006,South West,nhsRegion,2020-06-13,134
E40000006,South West,nhsRegion,2020-06-12,144
E40000006,South West,nhsRegion,2020-06-11,142
E40000006,South West,nhsRegion,2020-06-10,169
E40000006,South West,nhsRegion,2020-06-09,181
E40000006,South West,nhsRegion,2020-06-08,195
E40000006,South West,nhsRegion,2020-06-07,210
E40000006,South West,nhsRegion,2020-06-06,235
E40000006,South West,nhsRegion,2020-06-05,240
E40000006,South West,nhsRegion,2020-06-04,247
E40000006,South West,nhsRegion,2020-06-03,259
E40000006,South West,nhsRegion,2020-06-02,260
E40000006,South West,nhsRegion,2020-06-01,260
E40000006,South West,nhsRegion,2020-05-31,267
E40000006,South West,nhsRegion,2020-05-30,271
E40000006,South West,nhsRegion,2020-05-29,285
E40000006,South West,nhsRegion,2020-05-28,306
E40000006,South West,nhsRegion,2020-05-27,320
E40000006,South West,nhsRegion,2020-05-26,352
E40000006,South West,nhsRegion,2020-05-25,366
E40000006,South West,nhsRegion,2020-05-24,376
E40000006,South West,nhsRegion,2020-05-23,382
E40000006,South West,nhsRegion,2020-05-22,381
E40000006,South West,nhsRegion,2020-05-21,439
E40000006,South West,nhsRegion,2020-05-20,438
E40000006,South West,nhsRegion,2020-05-19,451
E40000006,South West,nhsRegion,2020-05-18,463
E40000006,South West,nhsRegion,2020-05-17,454
E40000006,South West,nhsRegion,2020-05-16,443
E40000006,South West,nhsRegion,2020-05-15,473
E40000006,South West,nhsRegion,2020-05-14,477
