altitude,distance,heart_rate,speed,cadence_running,cadence_cycling,power,temperature,pace,cumulative_elevation_gain,time
156.8,1703.352666666667,159,6.769999999999982,NA,75,0,NA,2.4618414574101495,166.99429872830655,426
156.6,1710.1226666666669,159,6.279999999999973,NA,75,0,NA,2.653927813163494,167.15349808126092,427
156.2,1716.4026666666668,159,6.089999999999918,NA,75,0,NA,2.7367268746579456,167.31186327316902,428
155.8,1722.4926666666668,159,6.179999999999836,NA,75,0,NA,2.696871628910535,167.46939616274358,429
155.6,1728.6726666666666,158,6.120000000000118,NA,14,0,NA,2.7233115468409066,167.6260986070372,430
155.4,1734.7926666666667,158,5.779999999999973,NA,0,0,NA,2.88350634371397,167.78197246144242,431
155.2,1740.5726666666667,157,5.599999999999909,NA,0,0,NA,2.976190476190525,167.93701957969176,432
155,1746.1726666666666,156,5.6400000000001,NA,0,0,NA,2.9550827423167325,168.09124181385766,433
154.8,1751.8126666666667,156,5.800000000000182,NA,82,0,NA,2.8735632183907147,168.24464101435248,434
154.8,1757.6126666666669,155,6.429999999999836,NA,97,0,NA,2.592016588906235,168.3972190299285,435
154.6,1764.0426666666667,155,6.759999999999991,NA,94,32.1644,NA,2.465483234714007,168.54897770767798,436
154,1770.8026666666667,155,6.679999999999836,NA,96,58.6405,NA,2.495009980039981,168.69991889303304,437
154,1777.4826666666663,155,6.750000000000227,NA,96,58.6405,NA,2.4691358024690526,168.8500444297658,438
154.2,1784.2326666666668,156,7.119999999999891,NA,98,26.4761,NA,2.340823970037489,168.99935615998834,439
154.2,1791.352666666667,156,7.1400000000001,NA,101,11.626,NA,2.3342670401493604,169.14785592415257,440
154.4,1798.4926666666668,157,6.960000000000036,NA,102,40.2333,NA,2.394636015325658,169.29554556105043,441
154.4,1805.4526666666668,159,6.900000000000091,NA,100,59.1235,NA,2.4154589371980353,169.44242690778444,442
154.4,1812.352666666667,159,7.069999999999936,NA,100,47.4975,NA,2.3573785950023787,169.5885017996504,443
154.8,1819.4226666666668,159,7.179999999999836,NA,103,61.1264,NA,2.3212627669452712,169.73377207010822,444
155.4,1826.602666666667,160,6.769999999999982,NA,100,118.938,NA,2.4618414574101495,169.8782395507817,445
155.6,1833.3726666666664,161,6.5499999999999545,NA,99,152.699,NA,2.544529262086532,170.02190607145874,446
155.8,1839.9226666666664,162,6.370000000000118,NA,98,153.532,NA,2.616431187859711,170.16477346009114,447
156,1846.2926666666667,163,6.5,NA,96,154.023,NA,2.5641025641025643,170.30684354279478,448
